match_id	radiant_team	dire_team	radiant_score	dire_score	radiant_win	radiant_pick	dire_pick
4262152575	Team  Secret	PSG.LGD	31	27	False	[31,  42,  106,  93,  121]	[44,  49,  103,  88,  55]
4189788544	Nemiga  Gaming	Team.  Spirit	36	40	False	[31,  25,  63,  107,  67]	[3,  9,  96,  59,  110]
4255084928	compLexity  Gaming	test123	40	26	True	[16,  56,  31,  100,  44]	[52,  72,  91,  85,  96]
4272834946	Alliance	Team  Empire  Hope	22	10	True	[86,  49,  10,  96,  100]	[3,  90,  97,  41,  80]
4161845638	Clutch  Gamers	Veteran	45	50	True	[107,  36,  114,  27,  63]	[32,  85,  9,  7,  106]
4214141320	Team  Secret	Vici  Gaming	34	15	True	[2,  53,  22,  86,  109]	[6,  63,  27,  46,  84]
4258902409	Forward  Gaming	PSG.LGD	14	41	False	[71,  93,  55,  25,  31]	[44,  15,  111,  26,  16]
4189718921	Vici  Gaming	Virtus.pro	34	19	True	[109,  110,  49,  36,  83]	[111,  10,  74,  96,  19]
4184256906	paiN  Gaming	Alliance	32	48	False	[109,  51,  110,  19,  66]	[5,  113,  63,  78,  7]
4250139019	FGB  	KEEN  GAMING	10	33	False	[86,  52,  109,  29,  30]	[110,  114,  103,  13,  38]
4268337545	Team  Root	Newbee.Young	31	11	True	[108,  3,  50,  103,  41]	[86,  29,  100,  101,  1]
4261669262	Mineski	Newbee.mgb	22	11	True	[101,  80,  8,  84,  38]	[27,  1,  23,  96,  31]
4148388239	EHOME	Vici  Gaming	25	12	True	[3,  110,  70,  12,  97]	[109,  20,  45,  25,  19]
4143913364	No  Creativity	Team  Empire	18	32	False	[110,  84,  17,  45,  6]	[9,  7,  112,  1,  36]
4145207702	Espada	Team.  Spirit	40	55	True	[85,  83,  12,  110,  59]	[90,  42,  104,  7,  17]
4212664730	paiN    X	Alliance	11	23	False	[17,  10,  36,  110,  3]	[5,  22,  109,  2,  63]
4239210907	Natus  Vincere	Winstrike  Team	38	17	True	[110,  48,  2,  19,  23]	[65,  49,  50,  91,  72]
4239372700	Natus  Vincere	Gambit  Esports	33	11	True	[75,  93,  17,  86,  97]	[55,  71,  23,  91,  72]
4138635677	Natus  Vincere	Espada	41	20	True	[75,  22,  19,  119,  56]	[31,  36,  49,  91,  72]
4163137950	TNC  Predator	DeathBringer  Gaming	38	41	True	[112,  23,  46,  86,  6]	[4,  3,  7,  48,  63]
4200984987	ACT	Newbee.mgb	21	43	False	[81,  110,  96,  97,  17]	[88,  114,  106,  33,  3]
4137904544	EHOME	Newbee	27	45	False	[4,  78,  119,  73,  53]	[12,  25,  75,  100,  29]
4282931617	BOOM  ID	Bigetron	31	21	True	[103,  9,  69,  109,  86]	[121,  28,  19,  54,  31]
4182864290	paiN  Gaming	Evil  Geniuses	35	18	True	[53,  84,  112,  92,  88]	[17,  6,  85,  2,  25]
4163844515	Team  Invincible	Team.  Spirit	11	34	False	[84,  67,  17,  58,  110]	[3,  12,  19,  62,  22]
4240372127	WarriorsGaming.Unity	BOOM  ID	14	35	False	[86,  49,  109,  2,  79]	[27,  46,  16,  54,  121]
4172698017	Clutch  Gamers	Zeus  Gaming	20	6	True	[85,  10,  25,  5,  29]	[49,  12,  63,  110,  84]
4138203558	Team.  Spirit	Espada	32	38	False	[37,  67,  96,  79,  23]	[85,  36,  49,  6,  21]
4145623465	Natus  Vincere	Team  Empire	29	9	True	[110,  56,  78,  83,  46]	[97,  21,  111,  8,  49]
4167453098	Infamous  Gaming	Braxstone|	31	15	True	[77,  7,  85,  36,  33]	[65,  19,  84,  27,  48]
4183437739	Ninjas  in  Pyjamas	Team  EVOS	27	19	True	[112,  1,  19,  33,  9]	[84,  85,  25,  93,  106]
4238270892	Clutch  Gamers	WarriorsGaming.Unity	6	32	False	[97,  13,  114,  100,  50]	[86,  21,  84,  10,  16]
4194914733	Natus  Vincere	compLexity  Gaming	43	43	False	[75,  56,  19,  119,  46]	[91,  25,  78,  3,  72]
4269885870	TNC  Predator	BOOM  ID	35	12	True	[26,  121,  23,  93,  96]	[78,  99,  8,  76,  90]
4210465199	Team  Aster	Evil  Geniuses	30	31	True	[41,  104,  34,  110,  84]	[25,  109,  50,  70,  19]
4195871152	Source  Code	Newbee.Young	15	19	False	[34,  9,  19,  3,  64]	[91,  13,  83,  49,  72]
4285436340	EHOME	Vici  Gaming	18	22	True	[98,  94,  27,  38,  111]	[96,  44,  86,  15,  50]
4253981109	KEEN  GAMING	EHOME	17	13	True	[45,  100,  103,  41,  80]	[109,  97,  78,  23,  26]
4184185268	paiN  Gaming	Alliance	26	9	True	[63,  110,  2,  73,  66]	[112,  25,  1,  19,  107]
4258697655	Team  Liquid	Forward  Gaming	39	13	True	[109,  23,  78,  79,  98]	[86,  12,  96,  45,  31]
4262242743	TNC  Predator	YOSHIMOTO.DETONATOR	24	37	True	[112,  100,  76,  109,  78]	[44,  86,  38,  96,  65]
4155855287	Team.  Spirit	FCDB  Esports	38	22	True	[2,  40,  83,  110,  44]	[75,  19,  25,  55,  70]
4212064698	Tigers	PSG.LGD	18	32	False	[50,  25,  97,  107,  67]	[109,  22,  75,  2,  96]
4137273786	Natus  Vincere	Team  Empire	27	16	True	[110,  12,  83,  46,  96]	[9,  7,  31,  8,  49]
4232956342	KEEN  GAMING	INVICTUS  GAMING	21	31	False	[100,  77,  50,  85,  78]	[97,  27,  53,  106,  80]
4183333306	Forward  Gaming	compLexity  Gaming	12	43	False	[110,  113,  42,  22,  3]	[33,  74,  109,  85,  7]
4238854582	Team  Empire	PAVAGA	34	17	True	[69,  3,  9,  54,  103]	[31,  13,  121,  16,  41]
4244687295	Plus  Ultra!!!	Evil  Geniuses	9	28	False	[48,  16,  90,  114,  84]	[86,  1,  3,  78,  65]
4195936698	Newbee.Young	Source  Code	43	22	True	[79,  96,  3,  4,  19]	[12,  36,  74,  84,  7]
4199608770	Infamous  Gaming	compLexity  Gaming	34	56	True	[78,  109,  84,  19,  103]	[110,  23,  97,  3,  44]
4239468995	Natus  Vincere	Gambit  Esports	7	31	False	[110,  63,  46,  19,  2]	[97,  25,  106,  3,  44]
4253755842	Clutch  Gamers	WarriorsGaming.Unity	36	15	True	[50,  23,  10,  86,  38]	[103,  16,  15,  67,  31]
4234596808	Taichi  Gaming	PSG.LGD	8	39	False	[106,  10,  85,  114,  112]	[1,  13,  31,  86,  96]
4239978953	Playmakers	paiN  Gaming	28	44	False	[10,  25,  79,  50,  96]	[91,  120,  44,  86,  2]
4203737549	Natus  Vincere	Tigers	43	18	True	[110,  72,  2,  17,  19]	[85,  63,  84,  25,  59]
4163772878	Infamous  Gaming	J.Storm	30	31	False	[84,  22,  87,  63,  77]	[3,  18,  91,  2,  25]
4187752911	Evil  Geniuses	Team  Secret	13	32	False	[46,  6,  112,  9,  7]	[84,  110,  113,  33,  4]
4240482771	The  Final  Tribe	Team.  Spirit	5	21	False	[8,  16,  78,  79,  31]	[71,  48,  55,  121,  23]
4241988057	Fnatic	TNC  Predator	16	23	False	[85,  98,  96,  10,  86]	[31,  27,  46,  38,  78]
4287408602	Team  Serenity	KEEN  GAMING	8	27	False	[85,  19,  109,  45,  86]	[41,  100,  50,  64,  55]
4261800411	Newbee.mgb	OG	37	3	True	[100,  8,  9,  121,  76]	[66,  1,  86,  16,  49]
4185827804	Lotac	Fnatic	38	37	False	[31,  41,  7,  9,  45]	[75,  17,  107,  36,  63]
4198384090	compLexity  Gaming	Royal  Never  Give  Up	15	41	False	[107,  19,  36,  84,  67]	[88,  9,  79,  59,  48]
4240679392	BOOM  ID	Tigers	38	17	True	[78,  9,  65,  10,  121]	[64,  114,  69,  86,  63]
4284748258	Newbee.mgb	Vici  Gaming	21	26	False	[121,  33,  23,  44,  85]	[78,  48,  50,  96,  15]
4253039074	OG	The  Final  Tribe	33	12	True	[111,  7,  100,  9,  114]	[76,  96,  12,  110,  79]
4147429858	WU  TANG  	Team.  Spirit	15	43	False	[91,  86,  72,  74,  40]	[68,  32,  96,  3,  46]
4178287078	Execration.安博电竞	Clutch  Gamers	6	36	False	[90,  99,  40,  45,  88]	[50,  9,  6,  87,  53]
4246149608	Plus  Ultra!!!	compLexity  Gaming	32	22	True	[109,  38,  86,  17,  5]	[104,  97,  30,  90,  12]
4272706026	NoPangolier	Team.  Spirit	15	30	False	[86,  16,  80,  105,  8]	[107,  72,  28,  91,  50]
4148038122	KEEN  GAMING	DeathBringer  Gaming	10	25	False	[49,  74,  86,  110,  67]	[10,  63,  30,  6,  36]
4261075435	Gambit  Esports	Team  Empire	12	40	False	[16,  121,  76,  78,  89]	[38,  50,  25,  63,  100]
4258230769	Newbee.mgb	Australian  Gaming  Network	22	6	True	[27,  109,  52,  38,  3]	[50,  74,  8,  26,  2]
4263510514	J.Storm	compLexity  Gaming	22	27	False	[90,  44,  9,  71,  49]	[16,  19,  3,  100,  48]
4152930804	Team  Aster	Newbee	13	33	False	[70,  52,  110,  7,  41]	[67,  3,  4,  103,  9]
4161180149	Braxstone|	compLexity  Gaming	34	4	True	[63,  19,  13,  31,  8]	[33,  36,  9,  86,  48]
4210663927	Evil  Geniuses	Vici  Gaming	22	14	True	[74,  109,  85,  19,  26]	[10,  96,  84,  25,  7]
4240239098	BOOM  ID	Fnatic	6	25	False	[85,  49,  2,  113,  86]	[78,  73,  96,  6,  110]
4250130938	Taichi  Gaming	iG.Vitality	9	32	False	[50,  121,  10,  28,  31]	[76,  75,  16,  72,  91]
4179995132	Team.  Spirit	Team  Invincible	40	34	True	[3,  12,  33,  19,  25]	[84,  20,  63,  78,  17]
4267682301	Team.  Spirit	Vega  Squadron	35	24	True	[110,  44,  51,  121,  20]	[16,  45,  8,  50,  31]
4166527484	KEEN  GAMING	DeathBringer  Gaming	29	44	False	[19,  8,  3,  25,  70]	[13,  75,  110,  18,  78]
4138336763	Espada	Team  Empire	37	35	True	[85,  10,  19,  45,  119]	[9,  7,  31,  46,  49]
4253927936	Mineski	Clutch  Gamers	28	34	False	[121,  109,  25,  26,  16]	[3,  86,  1,  45,  78]
4151368188	CDEC  	Eclipse	20	13	True	[88,  34,  77,  75,  70]	[63,  39,  41,  31,  3]
4158800380	Clutch  Gamers	Execration.安博电竞	35	21	True	[85,  36,  12,  27,  74]	[112,  34,  45,  9,  88]
4262117893	Mineski	Newbee.mgb	18	34	False	[101,  98,  2,  103,  46]	[96,  45,  76,  44,  79]
4273132038	WarriorsGaming.Unity	TNC  Predator	14	28	False	[95,  86,  33,  45,  100]	[31,  26,  13,  44,  96]
4149510661	Hashtag?.DOTA	BOOM  ID	40	34	False	[84,  96,  7,  70,  63]	[110,  23,  45,  10,  88]
4139796999	Team  Empire	Winstrike  Team	31	43	False	[42,  119,  85,  12,  45]	[110,  19,  22,  7,  113]
4247056908	PSG.LGD	EHOME	37	19	True	[109,  49,  78,  26,  97]	[94,  98,  22,  103,  27]
4147419661	Gambit  Esports	Alliance	26	15	True	[96,  112,  46,  71,  92]	[68,  23,  63,  13,  107]
4137880076	Lotac	BOOM  ID	32	13	True	[75,  96,  119,  67,  25]	[112,  19,  40,  114,  100]
4146919951	Vici  Gaming	KG.Luminous	32	31	True	[95,  110,  36,  106,  88]	[109,  9,  78,  21,  75]
4201140754	Newbee.mgb	Team  Root	44	35	True	[110,  109,  2,  52,  84]	[97,  27,  41,  34,  3]
4203995670	Natus  Vincere	Tigers	20	45	False	[110,  41,  33,  83,  73]	[5,  25,  108,  19,  9]
4260436506	Forward  Gaming	Team  Secret	26	40	False	[64,  109,  96,  11,  30]	[7,  50,  94,  101,  114]
4223791642	Ninjas  in  Pyjamas	Evil  Geniuses	29	39	False	[53,  6,  110,  7,  92]	[9,  109,  3,  65,  100]
4194781722	ROOONS	The  Final  Tribe	13	35	False	[75,  49,  96,  25,  9]	[12,  19,  104,  83,  110]
4153176605	PSG.LGD	BOOM  ID	31	24	True	[10,  49,  3,  110,  36]	[53,  25,  83,  61,  9]
4241480224	Thunder  Predator	Infamous  Gaming	35	40	True	[100,  10,  3,  96,  74]	[34,  86,  31,  16,  114]
4144618018	Tigers	Team  EVOS	12	35	False	[53,  23,  45,  100,  1]	[38,  64,  62,  36,  9]
4234736164	Team  EVOS	EXECUTIONERS	31	5	True	[28,  3,  25,  41,  50]	[61,  19,  31,  107,  93]
4168204838	EHOME	INVICTUS  GAMING	42	12	True	[22,  96,  53,  67,  3]	[45,  74,  85,  7,  36]
4241101351	Team  Empire  Hope	Virtus.pro	17	37	False	[85,  110,  2,  44,  114]	[3,  67,  86,  38,  103]
4261724711	J.Storm	compLexity  Gaming	6	22	False	[2,  98,  55,  66,  44]	[69,  50,  31,  100,  80]
4243175978	paiN  Gaming	Thunder  Predator	34	29	True	[2,  45,  12,  49,  31]	[27,  85,  104,  80,  109]
4156983857	DeathBringer  Gaming	EHOME	49	33	True	[17,  31,  110,  114,  2]	[109,  70,  7,  5,  74]
4260926002	Team.  Spirit	Vega  Squadron	33	11	True	[75,  44,  96,  100,  9]	[40,  19,  48,  38,  111]
4210584115	Team  Secret	Ninjas  in  Pyjamas	42	17	True	[79,  33,  23,  120,  10]	[112,  109,  88,  36,  59]
4180349489	Team.  Spirit	Team  Empire	35	21	True	[26,  12,  33,  91,  60]	[7,  5,  22,  10,  31]
4157817393	compLexity  Gaming	ROOONS	12	27	False	[112,  46,  63,  27,  6]	[75,  106,  96,  86,  109]
4222272054	Ninjas  in  Pyjamas	TNC  Predator	34	8	True	[53,  67,  63,  96,  36]	[19,  112,  38,  113,  9]
4230971959	PSG.LGD	Team  Aster	26	15	True	[113,  49,  85,  86,  69]	[78,  41,  73,  84,  27]
4267280951	Alliance	NoPangolier	9	23	False	[121,  49,  114,  97,  27]	[18,  38,  20,  91,  72]
4253223479	Ninjas  in  Pyjamas	The  Final  Tribe	26	13	True	[111,  8,  38,  80,  2]	[12,  78,  43,  121,  31]
4145361462	Gambit  Esports	The  Final  Tribe	44	33	True	[96,  86,  17,  112,  4]	[114,  63,  36,  100,  110]
4243419707	EHOME	PSG.LGD	40	33	False	[41,  23,  103,  101,  64]	[93,  86,  31,  16,  114]
4269812285	BOOM  ID	TNC  Predator	13	38	False	[50,  45,  95,  82,  19]	[31,  110,  7,  1,  96]
4143020606	Team  EVOS	TNC  Predator	14	27	False	[19,  75,  22,  41,  25]	[45,  7,  59,  9,  109]
4162067006	Team  EVOS	Team  HighGround	25	51	False	[78,  3,  91,  74,  72]	[7,  42,  33,  5,  17]
4217381440	paiN    X	Vici  Gaming	18	27	False	[25,  9,  65,  19,  75]	[95,  3,  97,  49,  110]
4253254208	Vega  Squadron	OG	21	35	False	[16,  76,  41,  86,  121]	[31,  78,  100,  1,  113]
4258423365	Newbee.mgb	PG.Barracx	42	40	True	[27,  41,  45,  33,  110]	[101,  2,  19,  50,  1]
4218808903	Vici  Gaming	TNC  Predator	25	39	False	[10,  2,  43,  7,  78]	[103,  110,  27,  46,  41]
4147522124	Gambit  Esports	Alliance	32	50	True	[33,  7,  59,  84,  6]	[86,  22,  67,  63,  107]
4254290508	Team  Root	KEEN  GAMING	26	40	True	[97,  20,  94,  86,  109]	[41,  110,  13,  31,  38]
4210907727	Team  Aster	TNC  Predator	28	26	False	[36,  85,  17,  77,  112]	[3,  110,  106,  10,  97]
4242422362	Virtus.pro	NoPangolier	33	18	True	[112,  109,  86,  33,  78]	[90,  2,  101,  83,  41]
4243970656	Alliance	OG	37	20	True	[111,  49,  44,  97,  107]	[100,  109,  66,  38,  45]
4137030242	Espada	Natus  Vincere	20	29	False	[84,  96,  114,  48,  110]	[112,  70,  33,  19,  73]
4221991523	Virtus.pro	Ninjas  in  Pyjamas	28	20	True	[50,  93,  49,  2,  110]	[85,  6,  21,  9,  98]
4162318948	Natus  Vincere	Team  Lithium	41	25	True	[87,  41,  19,  62,  22]	[102,  63,  49,  100,  84]
4244302437	Team  Secret	Alliance	25	15	True	[5,  99,  10,  7,  80]	[90,  89,  72,  16,  91]
4183171686	Team.  Spirit	Unchained  Esports	27	21	True	[62,  72,  29,  91,  17]	[104,  11,  96,  21,  112]
4256588386	Infamous  Gaming	Playmakers	9	21	False	[44,  78,  27,  108,  86]	[109,  33,  96,  103,  50]
4254966372	Playmakers	Infamous  Gaming	24	11	True	[100,  44,  108,  111,  10]	[67,  50,  27,  98,  106]
4244296297	OG	Hippomaniacs	23	2	True	[31,  41,  100,  38,  76]	[50,  10,  2,  49,  121]
4157653610	Underdogs	Team  Empire	41	16	True	[7,  3,  95,  2,  74]	[63,  100,  5,  19,  70]
4147251819	Team.  Spirit	Team  Empire	14	31	False	[66,  42,  78,  7,  46]	[36,  119,  85,  12,  56]
4198550124	Natus  Vincere	Tigers	37	25	True	[75,  63,  2,  119,  73]	[79,  72,  96,  91,  106]
4217500269	J.Storm	Fnatic	38	30	True	[86,  109,  9,  84,  7]	[5,  82,  19,  36,  33]
4186399342	Vici  Gaming	Team  Aster	47	24	True	[106,  97,  22,  4,  75]	[9,  74,  84,  78,  109]
4262918767	Natus  Vincere	Team  Liquid	11	28	False	[75,  44,  38,  76,  121]	[12,  49,  78,  91,  50]
4261501547	compLexity  Gaming	test123	28	12	True	[47,  2,  31,  110,  41]	[106,  44,  111,  100,  69]
4149959279	Clutch  Gamers	Zeus  Gaming	48	37	True	[53,  4,  9,  112,  78]	[3,  110,  23,  67,  120]
4262865523	Gambit  Esports	Team  Empire	32	26	True	[28,  78,  49,  90,  109]	[50,  31,  20,  1,  107]
4217766518	Evil  Geniuses	Forward  Gaming	31	13	True	[106,  113,  75,  45,  96]	[7,  95,  97,  114,  50]
4151097974	Signify	BOOM  ID	14	40	False	[7,  38,  31,  34,  109]	[112,  19,  2,  10,  110]
4239059576	Virtus.pro	Se7en  Esports	28	5	True	[31,  41,  49,  78,  103]	[77,  80,  96,  110,  85]
4217666169	J.Storm	Fnatic	26	43	False	[51,  67,  36,  3,  19]	[75,  113,  2,  9,  78]
4143327866	KEEN  GAMING	Team  Serenity	32	42	False	[110,  9,  79,  114,  33]	[56,  45,  3,  17,  81]
4175901305	Clutch  Gamers	Sterling  Global  Dragons	40	15	True	[53,  25,  63,  19,  36]	[95,  97,  84,  45,  100]
4241822333	Mineski	Fnatic	21	33	False	[3,  80,  27,  120,  106]	[110,  74,  98,  89,  2]
4287496829	KEEN  GAMING	Team  Serenity	27	49	False	[86,  98,  78,  27,  19]	[31,  29,  18,  23,  121]
4189291137	paiN  Gaming	Team  Aster	29	35	False	[67,  78,  110,  74,  3]	[36,  25,  85,  7,  109]
4159865474	INVICTUS  GAMING	Aurora  Esports  club	39	20	True	[107,  45,  75,  41,  9]	[52,  20,  112,  78,  63]
4259183236	Virtus.pro	Team  Secret	16	9	True	[26,  80,  6,  50,  38]	[53,  96,  1,  76,  101]
4212122245	PSG.LGD	Tigers	41	14	True	[95,  17,  3,  96,  97]	[5,  34,  104,  110,  12]
4187140742	Clutch  Gamers	Execration.安博电竞	25	42	False	[53,  25,  67,  110,  36]	[83,  70,  9,  33,  71]
4225872520	Virtus.pro	Team  Secret	25	18	True	[5,  109,  49,  97,  19]	[75,  12,  7,  36,  98]
4280537737	ForTheDream	EHOME	9	27	False	[33,  76,  78,  109,  27]	[41,  85,  64,  19,  35]
4196326024	Clutch  Gamers	Rex  Regum  Qeon	44	19	True	[3,  46,  4,  85,  96]	[100,  77,  63,  75,  106]
4256635530	Infamous  Gaming	Playmakers	6	27	False	[44,  50,  27,  38,  49]	[12,  78,  100,  112,  86]
4138748557	Team  Liquid	Team  Lithium	40	13	True	[112,  49,  12,  88,  52]	[96,  63,  17,  110,  83]
4252641933	Mineski	BOOM  ID	19	24	False	[110,  109,  50,  2,  114]	[26,  23,  38,  44,  86]
4184879768	compLexity  Gaming	Team  Aster	25	31	False	[7,  46,  2,  3,  109]	[65,  49,  75,  110,  114]
4166218393	Clutch  Gamers	Admiral  Dota	45	23	True	[85,  44,  36,  86,  97]	[56,  45,  5,  17,  88]
4230890141	PSG.LGD	Team  Aster	30	10	True	[8,  114,  75,  86,  97]	[70,  79,  83,  49,  48]
4138048158	Royal  Never  Give  Up	Newbee	32	26	True	[52,  16,  3,  82,  10]	[12,  20,  45,  91,  61]
4182348450	YOSHIMOTO.DETONATOR	Fnatic	4	26	False	[36,  92,  112,  70,  20]	[68,  19,  7,  9,  45]
4244576933	borster	Evil  Geniuses	15	31	False	[63,  106,  5,  82,  97]	[11,  40,  110,  2,  71]
4244613797	compLexity  Gaming	Plus  Ultra!!!	13	17	False	[85,  23,  97,  101,  1]	[77,  38,  27,  45,  3]
4243135144	Thunder  Predator	paiN  Gaming	28	19	False	[96,  65,  3,  9,  34]	[78,  27,  109,  22,  85]
4274721449	Team.  Spirit	NoPangolier	29	13	True	[86,  41,  78,  107,  94]	[90,  88,  80,  119,  109]
4168166059	Lotac	Clutch  Gamers	40	25	True	[112,  57,  88,  93,  25]	[50,  10,  9,  19,  65]
4258763436	Team  Secret	Natus  Vincere	17	32	False	[78,  45,  114,  86,  59]	[75,  2,  46,  44,  110]
4252496556	Helsinki  REDS	OG	14	26	False	[48,  86,  38,  106,  50]	[31,  53,  97,  109,  23]
4262609585	Lotac	TNC  Predator	13	38	False	[121,  38,  27,  67,  13]	[26,  100,  46,  44,  16]
4145558195	Team.  Spirit	Espada	11	33	False	[83,  63,  96,  79,  113]	[84,  19,  91,  72,  106]
4262159028	TNC  Predator	YOSHIMOTO.DETONATOR	19	33	False	[31,  27,  10,  98,  78]	[109,  45,  86,  38,  85]
4138654389	Team  Lithium	Team  Liquid	49	23	True	[55,  34,  63,  19,  75]	[30,  53,  114,  7,  36]
4147897013	Newbee.Young	Vici  Gaming	27	29	False	[7,  36,  3,  74,  56]	[109,  58,  2,  19,  20]
4139086517	Infamous  Gaming	Braxstone|	37	14	True	[19,  66,  114,  74,  95]	[33,  7,  34,  112,  109]
4257954488	Underdogs	Kaipi	8	30	False	[31,  86,  99,  40,  10]	[103,  78,  1,  26,  50]
4192051898	Team  Secret	Vici  Gaming	17	32	False	[84,  78,  113,  110,  17]	[48,  3,  63,  36,  25]
4191349439	Team  Secret	Virtus.pro	31	19	True	[78,  36,  109,  5,  74]	[66,  48,  17,  2,  110]
4218706625	TNC  Predator	Vici  Gaming	33	41	False	[3,  110,  36,  77,  9]	[113,  106,  96,  75,  27]
4221784770	Team  Secret	PSG.LGD	24	17	True	[84,  99,  113,  107,  63]	[77,  52,  110,  45,  19]
4153426625	INVICTUS  GAMING	Sterling  Global  Dragons	15	27	False	[110,  74,  27,  106,  7]	[109,  25,  83,  36,  51]
4245820100	Alliance	Team  Liquid	11	30	False	[111,  43,  93,  96,  121]	[1,  28,  31,  97,  50]
4210526919	TNC  Predator	Vici  Gaming	30	39	False	[84,  88,  10,  114,  33]	[109,  96,  63,  4,  3]
4192862920	Infamous  Gaming	compLexity  Gaming	15	32	False	[112,  85,  45,  74,  10]	[91,  25,  72,  66,  2]
4187253452	Clutch  Gamers	Execration.安博电竞	23	46	False	[53,  36,  1,  86,  78]	[68,  45,  4,  20,  88]
4157256397	Team  Secret	Fnatic	25	8	True	[94,  112,  84,  40,  19]	[92,  70,  110,  7,  108]
4269722321	Team  Root	KEEN  GAMING	29	19	True	[108,  3,  50,  103,  109]	[41,  110,  22,  31,  65]
4211139283	Team  Aster	Vici  Gaming	30	18	True	[4,  3,  59,  110,  33]	[10,  84,  40,  36,  100]
4210520787	paiN  Gaming	Ninjas  in  Pyjamas	24	55	False	[73,  19,  84,  92,  112]	[5,  6,  21,  96,  98]
4210805461	Team  Aster	TNC  Predator	42	29	True	[96,  3,  25,  110,  41]	[85,  84,  97,  109,  63]
4246237910	J.Storm	Evil  Geniuses	42	41	True	[107,  114,  97,  66,  49]	[40,  80,  31,  2,  121]
4141785813	Gambit  Esports	Natus  Vincere	38	44	False	[108,  7,  36,  20,  63]	[53,  6,  86,  56,  96]
4244353752	The  Final  Tribe	Team  Liquid	9	19	False	[113,  2,  114,  50,  90]	[3,  16,  109,  97,  72]
4137126614	Natus  Vincere	Espada	25	5	True	[31,  12,  22,  65,  19]	[53,  2,  72,  6,  21]
4254692055	Vega  Squadron	The  Final  Tribe	24	16	True	[38,  25,  93,  90,  85]	[109,  65,  76,  78,  31]
4269486811	TNC  Predator	WarriorsGaming.Unity	15	13	False	[66,  86,  45,  93,  78]	[44,  50,  38,  85,  79]
4243784412	ForTheDream	INVICTUS  GAMING	33	9	True	[57,  31,  23,  41,  110]	[96,  8,  79,  80,  100]
4184261341	Evil  Geniuses	Mineski	31	7	True	[46,  95,  3,  9,  107]	[75,  45,  93,  88,  36]
4184179421	Evil  Geniuses	Mineski	20	40	False	[106,  109,  3,  69,  86]	[79,  33,  10,  103,  25]
4262232801	INVICTUS  GAMING	Team  Aster	14	22	False	[90,  78,  31,  80,  1]	[38,  86,  76,  8,  103]
4152994530	Newbee	Team  Aster	8	29	False	[96,  92,  83,  112,  61]	[110,  4,  74,  91,  67]
4203305700	Natus  Vincere	Royal  Never  Give  Up	38	35	True	[66,  10,  103,  33,  17]	[63,  97,  5,  106,  109]
4223918821	Ninjas  in  Pyjamas	Evil  Geniuses	18	36	False	[103,  6,  110,  7,  17]	[23,  109,  3,  78,  25]
4162435814	Team.  Spirit	Pieski	44	16	True	[3,  106,  19,  62,  25]	[84,  7,  109,  70,  58]
4236561127	KG.Luminous	Vici  Gaming	1	22	False	[93,  15,  33,  37,  2]	[80,  38,  78,  101,  114]
4216005352	Evil  Geniuses	Ninjas  in  Pyjamas	12	43	False	[9,  10,  19,  108,  86]	[84,  109,  63,  7,  46]
4193086182	Team  Lithium	Natus  Vincere	18	32	False	[78,  56,  9,  7,  110]	[66,  41,  97,  50,  59]
4210465514	Vici  Gaming	TNC  Predator	35	38	True	[109,  97,  25,  21,  75]	[19,  96,  5,  63,  74]
4163058407	CDEC  	INVICTUS  GAMING	21	35	False	[88,  46,  109,  30,  36]	[58,  74,  101,  77,  7]
4241756915	MAX.S	Newbee.mgb	9	22	False	[31,  8,  2,  19,  110]	[27,  93,  52,  96,  79]
4236745462	Newbee	PSG.LGD	10	20	False	[114,  92,  27,  100,  38]	[89,  45,  31,  86,  16]
4252320505	Team  Serenity	iG.Vitality	9	26	False	[109,  78,  50,  52,  100]	[96,  25,  72,  91,  86]
4245699325	OG	Alliance	5	30	False	[31,  1,  121,  83,  76]	[111,  49,  109,  96,  91]
4141662974	Gambit  Esports	Natus  Vincere	28	26	True	[2,  63,  25,  110,  70]	[66,  4,  33,  86,  74]
4165073662	BOOM  ID	Rex  Regum  Qeon	30	38	True	[112,  46,  84,  109,  119]	[108,  67,  7,  3,  61]
4239854335	Alpha  Pro	compLexity  Gaming	6	34	False	[49,  95,  97,  75,  53]	[55,  25,  50,  71,  44]
4185928449	Team  EVOS	Virtus.pro	19	40	False	[38,  26,  91,  48,  9]	[84,  10,  7,  97,  105]
4173007618	Team  EVOS	Sterling  Global  Dragons	26	41	False	[36,  53,  16,  10,  17]	[6,  13,  84,  72,  91]
4162585341	paiN    X	compLexity  Gaming	43	30	False	[106,  95,  17,  70,  75]	[5,  46,  84,  33,  44]
4184003337	Fnatic	Lotac	14	45	False	[86,  25,  7,  10,  2]	[84,  63,  79,  114,  23]
4240843531	NoPangolier	Team.  Spirit	35	31	True	[110,  78,  77,  83,  44]	[50,  48,  16,  101,  9]
4169198349	NoPangolier	Virtus.pro	12	26	False	[50,  63,  92,  103,  109]	[3,  41,  74,  33,  19]
4273199885	TNC  Predator	WarriorsGaming.Unity	20	6	True	[26,  121,  8,  96,  46]	[78,  76,  86,  44,  100]
4263060238	Gambit  Esports	Team.  Spirit	22	13	True	[97,  86,  29,  66,  94]	[38,  95,  75,  100,  6]
4253408014	test123	compLexity  Gaming	25	8	True	[49,  41,  78,  111,  110]	[16,  25,  31,  121,  8]
